instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_type,temp_smooth,hum_smooth,windspeed_smooth,cnt_smooth
155,2011-06-04,2,2011,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,Weekend,0.7014285714285714,0.5618452857142857,0.19030485714285714,4637.714285714285
156,2011-06-05,2,2011,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,Weekend,0.6986904285714285,0.5380952857142857,0.17955542857142856,4654.571428571428
157,2011-06-06,2,2011,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,Weekday,0.6908332857142857,0.5259524285714285,0.1782227142857143,4718.857142857143
158,2011-06-07,2,2011,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,Weekday,0.6811904285714286,0.5204167142857142,0.1891482857142857,4840.428571428572
159,2011-06-08,2,2011,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,Weekday,0.682857,0.5125595714285714,0.179109,4901.428571428572
160,2011-06-09,2,2011,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,Weekday,0.6961902857142858,0.5501785714285715,0.15876557142857142,4751.0
161,2011-06-10,2,2011,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,Weekday,0.715476,0.5860118571428571,0.14268457142857144,4647.285714285715
162,2011-06-11,2,2011,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,Weekend,0.7283331428571429,0.6143451428571429,0.14721428571428571,4593.571428571428
163,2011-06-12,2,2011,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,Weekend,0.7346427142857143,0.627976142857143,0.15076785714285715,4529.857142857143
164,2011-06-13,2,2011,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,Weekday,0.7284522857142858,0.6129165714285715,0.17697557142857143,4597.285714285715
165,2011-06-14,2,2011,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,Weekday,0.7136904285714286,0.5999402857142858,0.18861485714285714,4605.571428571428
166,2011-06-15,2,2011,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,Weekday,0.692381,0.5784522857142856,0.193057,4716.857142857143
167,2011-06-16,2,2011,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,Weekday,0.6666667142857142,0.5955951428571428,0.20114100000000001,4695.714285714285
168,2011-06-17,2,2011,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,Weekday,0.6515477142857142,0.6142855714285714,0.2014945714285714,4732.571428571428
169,2011-06-18,2,2011,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,Weekend,0.6475001428571429,0.6165475714285715,0.19643142857142856,4754.428571428572
170,2011-06-19,2,2011,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,Weekend,0.6484525714285715,0.6049404285714285,0.18763614285714286,4795.0
171,2011-06-20,2,2011,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,Weekday,0.6484525714285715,0.6408928571428572,0.16622542857142858,4650.714285714285
172,2011-06-21,3,2011,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,Weekday,0.6594048571428571,0.6785119999999999,0.15218857142857142,4642.714285714285
173,2011-06-22,3,2011,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,Weekday,0.6746428571428572,0.7122024285714286,0.15280999999999997,4546.571428571428
174,2011-06-23,3,2011,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,Weekday,0.6889285714285716,0.7143452857142857,0.157429,4692.714285714285
175,2011-06-24,3,2011,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,Weekday,0.6996428571428571,0.691131,0.16871414285714284,4713.714285714285
176,2011-06-25,3,2011,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,Weekend,0.6994047142857143,0.6644047142857142,0.1815945714285714,4725.571428571428
177,2011-06-26,3,2011,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,Weekend,0.6966665714285715,0.6424998571428571,0.18052790000000002,4805.714285714285
178,2011-06-27,3,2011,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,Weekday,0.7034522857142856,0.6299402857142857,0.17368690000000003,4905.428571428572
179,2011-06-28,3,2011,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,Weekday,0.7125,0.610476,0.1698666142857143,4878.714285714285
180,2011-06-29,3,2011,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Weekday,0.7117857142857142,0.5805355714285714,0.18266075714285712,4981.285714285715
181,2011-06-30,3,2011,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Weekday,0.707262,0.5420832857142858,0.17501904285714284,5084.857142857143
182,2011-07-01,3,2011,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Weekday,0.7070238571428572,0.5167857142857143,0.15795947142857145,5137.857142857143
183,2011-07-02,3,2011,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Weekend,0.7132142857142857,0.51125,0.1444581857142857,5126.0
184,2011-07-03,3,2011,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Weekend,0.7184524285714285,0.5354167142857144,0.16364742857142858,5032.285714285715
185,2011-07-04,3,2011,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Weekday,0.724762,0.5325001428571429,0.1599176,5223.0
186,2011-07-05,3,2011,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Weekday,0.725119142857143,0.5262501428571429,0.1573426,5225.428571428572
187,2011-07-06,3,2011,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,Weekday,0.7239287142857143,0.5613095714285714,0.14135145714285716,5140.285714285715
188,2011-07-07,3,2011,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,Weekday,0.7315477142857143,0.5923214285714286,0.13762117142857141,5008.428571428572
189,2011-07-08,3,2011,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,Weekday,0.729643,0.6439881428571429,0.1551241714285714,4819.571428571428
190,2011-07-09,3,2011,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,Weekend,0.7289287142857143,0.6675001428571429,0.1626741714285714,4850.571428571428
191,2011-07-10,3,2011,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,Weekend,0.7333334285714287,0.6526191428571428,0.15619031428571425,4883.714285714285
192,2011-07-11,3,2011,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,Weekday,0.7384524285714286,0.6523214285714286,0.1848842857142857,4604.142857142857
193,2011-07-12,3,2011,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,Weekday,0.7452381428571427,0.6478571428571429,0.19545514285714286,4546.0
194,2011-07-13,3,2011,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,Weekday,0.7490477142857143,0.631904857142857,0.19491942857142858,4505.0
195,2011-07-14,3,2011,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,Weekday,0.7391667142857142,0.6069048571428571,0.20655757142857142,4575.285714285715
196,2011-07-15,3,2011,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,Weekday,0.7326189999999999,0.5830952857142856,0.20051528571428573,4789.285714285715
197,2011-07-16,3,2011,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,Weekend,0.7259524285714286,0.579642857142857,0.206291,4873.142857142857
198,2011-07-17,3,2011,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,Weekend,0.7219048571428571,0.5833334285714286,0.21508557142857146,4933.285714285715
199,2011-07-18,3,2011,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,Weekday,0.7196430000000001,0.5855358571428572,0.20558085714285715,4986.428571428572
200,2011-07-19,3,2011,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,Weekday,0.7171430000000001,0.5985715714285715,0.19563028571428573,5026.857142857143
201,2011-07-20,3,2011,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,Weekday,0.7202381428571429,0.6093452857142857,0.1910137142857143,5025.428571428572
202,2011-07-21,3,2011,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,Weekday,0.7394048571428572,0.6400595714285714,0.18835,4839.714285714285
203,2011-07-22,3,2011,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,Weekday,0.7658334285714287,0.6385120000000001,0.18124528571428572,4532.428571428572
204,2011-07-23,3,2011,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Weekend,0.7890477142857142,0.6263691428571428,0.170228,4155.571428571428
205,2011-07-24,3,2011,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Weekend,0.804881,0.61875,0.15939057142857144,3913.285714285714
206,2011-07-25,3,2011,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Weekday,0.8044047142857141,0.633869,0.14153404285714286,3825.0
207,2011-07-26,3,2011,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Weekday,0.8036904285714286,0.6182141428571428,0.15148518571428568,3832.0
208,2011-07-27,3,2011,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Weekday,0.8046428571428571,0.5747618571428571,0.1614346142857143,3878.285714285714
209,2011-07-28,3,2011,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Weekday,0.7995238571428571,0.5593451428571429,0.15521432857142856,3964.8571428571427
210,2011-07-29,3,2011,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Weekday,0.7980952857142858,0.5539284285714285,0.1610769,4030.4285714285716
211,2011-07-30,3,2011,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,Weekend,0.7916667142857143,0.5490474285714286,0.16640775714285713,4200.428571428572
212,2011-07-31,3,2011,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Weekend,0.7882142857142858,0.5390474285714285,0.16578518571428572,4299.857142857143
213,2011-08-01,3,2011,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Weekday,0.792262,0.5095831428571429,0.1752007142857143,4360.714285714285
214,2011-08-02,3,2011,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Weekday,0.7939285714285713,0.5024998571428572,0.17599957142857142,4397.142857142857
215,2011-08-03,3,2011,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Weekday,0.7877381428571429,0.5388688571428571,0.16915957142857144,4242.571428571428
216,2011-08-04,3,2011,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,Weekday,0.7778571428571429,0.5637498571428571,0.17182685714285714,4269.142857142857
217,2011-08-05,3,2011,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Weekday,0.7596428571428572,0.5763688571428572,0.17333514285714285,4414.857142857143
218,2011-08-06,3,2011,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Weekend,0.7471428571428572,0.6176784285714286,0.18186557142857143,4389.0
219,2011-08-07,3,2011,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Weekend,0.7380952857142857,0.6565475714285715,0.1871047142857143,4315.142857142857
220,2011-08-08,3,2011,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,Weekday,0.7371428571428572,0.6624404285714286,0.19217014285714287,4323.714285714285
221,2011-08-09,3,2011,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,Weekday,0.7359524285714285,0.6737500000000001,0.18435171428571429,4289.0
222,2011-08-10,3,2011,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Weekday,0.7409524285714285,0.6404167142857142,0.193591,4461.285714285715
223,2011-08-11,3,2011,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Weekday,0.7420238571428571,0.5927381428571429,0.188969,4492.142857142857
224,2011-08-12,3,2011,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Weekday,0.7416667142857143,0.5619048571428571,0.1805297142857143,4497.714285714285
225,2011-08-13,3,2011,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Weekend,0.7372618571428571,0.558273857142857,0.1781302857142857,4477.142857142857
226,2011-08-14,3,2011,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Weekend,0.7278571428571429,0.5675,0.18115114285714284,4482.142857142857
227,2011-08-15,3,2011,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Weekday,0.7136904285714286,0.5846428571428571,0.18354814285714285,4483.857142857143
228,2011-08-16,3,2011,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Weekday,0.7030951428571429,0.5857737142857143,0.19572071428571428,4501.428571428572
229,2011-08-17,3,2011,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Weekday,0.6969045714285714,0.6073808571428572,0.1876362857142857,4489.142857142857
230,2011-08-18,3,2011,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Weekday,0.6960712857142857,0.640357,0.19740942857142857,4348.142857142857
231,2011-08-19,3,2011,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Weekday,0.6927380000000001,0.6843451428571428,0.19936471428571428,4240.714285714285
232,2011-08-20,3,2011,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Weekend,0.6944047142857144,0.6764285714285714,0.18408085714285713,4389.428571428572
233,2011-08-21,3,2011,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Weekend,0.6992855714285715,0.6696428571428571,0.18781242857142857,4397.0
234,2011-08-22,3,2011,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,Weekday,0.7029761428571428,0.6350595714285714,0.19749757142857144,4457.0
235,2011-08-23,3,2011,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Weekday,0.6944047142857144,0.6175001428571428,0.18470242857142857,4624.142857142857
236,2011-08-24,3,2011,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,Weekday,0.6872618571428571,0.6217262857142857,0.20033685714285715,4686.428571428572
237,2011-08-25,3,2011,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Weekday,0.6833332857142859,0.6384525714285714,0.19714042857142858,4648.857142857143
238,2011-08-26,3,2011,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Weekday,0.6854761428571428,0.6439287142857143,0.18923392857142857,4721.428571428572
239,2011-08-27,3,2011,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,Weekend,0.6829761428571429,0.6690477142857143,0.22796964285714288,4139.142857142857
240,2011-08-28,3,2011,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Weekend,0.6824370000000001,0.6392998571428572,0.2359560714285714,4205.0
241,2011-08-29,3,2011,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Weekday,0.6745798571428571,0.6513831428571429,0.21925250000000002,4187.285714285715
242,2011-08-30,3,2011,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Weekday,0.6743418571428571,0.6646568571428572,0.21614464285714283,4088.5714285714284
243,2011-08-31,3,2011,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Weekday,0.6719609999999999,0.6636449999999999,0.1918911142857143,4078.285714285714
244,2011-09-01,3,2011,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,Weekday,0.6677942857142857,0.6447164285714286,0.1820286857142857,4303.0
245,2011-09-02,3,2011,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Weekday,0.659699,0.6398354285714286,0.1900239,4312.428571428572
246,2011-09-03,3,2011,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Weekend,0.6581514285714286,0.6207878571428571,0.16283932857142855,4793.714285714285
247,2011-09-04,3,2011,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,Weekend,0.6584525714285715,0.6465475714285714,0.14881190000000002,4880.285714285715
248,2011-09-05,3,2011,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Weekday,0.6636905714285714,0.6802381428571429,0.1563649,4697.0
249,2011-09-06,3,2011,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,Weekday,0.6495238571428572,0.7286130000000001,0.1876413285714286,4340.714285714285
250,2011-09-07,3,2011,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Weekday,0.6413095714285715,0.7742081428571429,0.1895966857142857,3903.285714285714
251,2011-09-08,3,2011,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Weekday,0.6382971428571429,0.817122142857143,0.19687554285714284,3435.714285714286
252,2011-09-09,3,2011,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,Weekday,0.6392495714285714,0.841527,0.19465411428571427,3266.714285714286
253,2011-09-10,3,2011,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Weekend,0.6379400000000001,0.8468245714285715,0.19012311428571427,3389.714285714286
254,2011-09-11,3,2011,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Weekend,0.6299637142857143,0.842777,0.17706411428571428,3404.8571428571427
255,2011-09-12,3,2011,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Weekday,0.6258229999999999,0.8287422857142858,0.15938082857142857,3599.4285714285716
256,2011-09-13,3,2011,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Weekday,0.6416562857142857,0.8038198571428572,0.13050382857142856,3892.714285714286
257,2011-09-14,3,2011,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Weekday,0.6522514285714286,0.7723912857142857,0.14054371428571427,4291.142857142857
258,2011-09-15,3,2011,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Weekday,0.6441924285714286,0.7394772857142857,0.15174342857142856,4550.714285714285
259,2011-09-16,3,2011,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Weekday,0.6183591428571429,0.6955487142857143,0.1574297142857143,4724.428571428572
260,2011-09-17,3,2011,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Weekend,0.5943115714285714,0.6904891428571428,0.16258214285714287,4605.285714285715
261,2011-09-18,3,2011,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Weekend,0.5734782857142857,0.6878105714285715,0.17164342857142859,4495.0
262,2011-09-19,3,2011,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,Weekday,0.559881,0.6875,0.18061900000000003,4470.142857142857
263,2011-09-20,3,2011,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Weekday,0.5471429999999999,0.7116071428571428,0.17964042857142856,4309.857142857143
264,2011-09-21,3,2011,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,Weekday,0.5359525714285713,0.7405952857142857,0.16951245714285715,4248.0
265,2011-09-22,3,2011,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Weekday,0.5432144285714285,0.7681547142857142,0.1490808857142857,4410.285714285715
266,2011-09-23,4,2011,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Weekday,0.5632144285714286,0.8227380000000001,0.1368214142857143,4072.4285714285716
267,2011-09-24,4,2011,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Weekend,0.579643,0.8433332857142857,0.12092259999999999,4202.714285714285
268,2011-09-25,4,2011,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Weekend,0.5977382857142857,0.864761857142857,0.10262205714285713,4307.857142857143
269,2011-09-26,4,2011,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Weekday,0.612024,0.8873808571428572,0.09675891428571427,4320.857142857143
270,2011-09-27,4,2011,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Weekday,0.6227382857142858,0.8879761428571429,0.09436134285714284,4389.285714285715
271,2011-09-28,4,2011,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,Weekday,0.6284525714285715,0.8806547142857143,0.10182202857142857,4325.714285714285
272,2011-09-29,4,2011,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Weekday,0.6267860000000001,0.8516667142857143,0.10821602857142856,4332.0
273,2011-09-30,4,2011,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Weekday,0.6203574285714285,0.8052381428571428,0.12651721428571427,4733.0
274,2011-10-01,4,2011,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,Weekend,0.5922621428571428,0.7897024285714285,0.15707617142857142,4305.285714285715
275,2011-10-02,4,2011,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Weekend,0.5526192857142858,0.7820834285714285,0.1815952857142857,4006.4285714285716
276,2011-10-03,4,2011,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Weekday,0.5147621428571428,0.7695834285714286,0.17768754285714286,3855.0
277,2011-10-04,4,2011,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,Weekday,0.4929764285714286,0.7445238571428571,0.1902136857142857,3903.0
278,2011-10-05,4,2011,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Weekday,0.47916685714285706,0.7158334285714284,0.19430240000000001,4034.285714285714
279,2011-10-06,4,2011,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Weekday,0.46166685714285716,0.7046428571428571,0.1888839714285714,4023.714285714286
280,2011-10-07,4,2011,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Weekday,0.4540477142857142,0.7098810000000001,0.16258635714285713,3992.714285714286
281,2011-10-08,4,2011,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Weekend,0.47000014285714287,0.702381,0.12731610000000002,4418.428571428572
282,2011-10-09,4,2011,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Weekend,0.4963095714285714,0.6932142857142857,0.10466424285714286,4788.857142857143
283,2011-10-10,4,2011,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Weekday,0.5229761428571429,0.6893452857142857,0.09880115714285713,5009.857142857143
284,2011-10-11,4,2011,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Weekday,0.5347618571428571,0.7034524285714285,0.08982801428571428,5025.142857142857
285,2011-10-12,4,2011,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Weekday,0.5354761428571428,0.7403571428571427,0.09995658571428571,4680.857142857143
286,2011-10-13,4,2011,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Weekday,0.5490475714285714,0.7797620000000001,0.10093272857142857,4416.285714285715
287,2011-10-14,4,2011,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Weekday,0.5547618571428572,0.7843452857142857,0.1297172,4224.714285714285
288,2011-10-15,4,2011,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Weekend,0.5526190000000001,0.7532142857142857,0.1600998857142857,4197.285714285715
289,2011-10-16,4,2011,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Weekend,0.5484524285714286,0.7188095714285714,0.19128088571428573,4130.142857142857
290,2011-10-17,4,2011,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Weekday,0.5432144285714287,0.6967857142857143,0.2102915714285714,4052.0
291,2011-10-18,4,2011,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Weekday,0.5383334285714285,0.6814881428571429,0.2055837142857143,4078.4285714285716
292,2011-10-19,4,2011,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Weekday,0.5381057142857142,0.679912,0.20489642857142856,4079.5714285714284
293,2011-10-20,4,2011,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Weekday,0.5219151428571428,0.6427095714285714,0.24496614285714285,4262.714285714285
294,2011-10-21,4,2011,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Weekday,0.5042961428571429,0.622412,0.24461085714285716,4357.0
295,2011-10-22,4,2011,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Weekend,0.4922722857142857,0.6432454285714285,0.22097995714285715,4227.142857142857
296,2011-10-23,4,2011,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Weekend,0.4794151428571428,0.6796144285714286,0.19495074285714287,4132.857142857143
297,2011-10-24,4,2011,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Weekday,0.469296,0.7071144285714286,0.18686688571428572,4078.1428571428573
298,2011-10-25,4,2011,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Weekday,0.4606055714285714,0.6958644285714286,0.19494845714285716,4069.4285714285716
299,2011-10-26,4,2011,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Weekday,0.45238100000000003,0.6708930000000001,0.18142031428571428,4279.428571428572
300,2011-10-27,4,2011,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,Weekday,0.4515477142857143,0.6961311428571427,0.14934717142857143,4060.0
301,2011-10-28,4,2011,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Weekday,0.43773814285714285,0.6977977142857142,0.15050188571428572,3980.4285714285716
302,2011-10-29,4,2011,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,Weekend,0.4136905714285714,0.7339881428571429,0.18745964285714287,3454.5714285714284
303,2011-10-30,4,2011,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Weekend,0.39904771428571434,0.7172024285714286,0.19847457142857142,3304.5714285714284
304,2011-10-31,4,2011,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,Weekday,0.3814287142857143,0.707381,0.19669714285714288,3230.5714285714284
305,2011-11-01,4,2011,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Weekday,0.3713095714285714,0.7160714285714286,0.19225614285714282,3142.1428571428573
306,2011-11-02,4,2011,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Weekday,0.35607142857142854,0.7158332857142857,0.18274895714285713,3183.8571428571427
307,2011-11-03,4,2011,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Weekday,0.3472618571428572,0.6999998571428572,0.1740423857142857,3371.714285714286
